point_id,time,x,y,z,strand,mass_regime
P02310,0.19116431,1.91074804,0.02886187,-0.00016053,middle,balanced_early
P02311,0.19120343,1.91999425,-5.02429023,0.24306287,lower,balanced_early
P02312,0.191276,1.94497414,0.02118795,-0.05208827,middle,balanced_early
P02313,0.19136088,1.89288514,4.86076434,-0.31828475,upper,balanced_early
P02314,0.19141897,1.91236894,4.86679855,-0.392749,upper,balanced_early
P02315,0.19148922,1.89336887,-4.84995848,0.28248115,lower,balanced_early
P02316,0.19154263,1.89742111,4.93005837,-0.26421699,upper,balanced_early
P02317,0.19159631,1.91104601,4.88204345,-0.29915766,upper,balanced_early
P02318,0.19168656,1.92851834,-4.83951298,0.23370109,lower,balanced_early
P02319,0.19176149,1.88112974,4.81441097,-0.30391792,upper,balanced_early
P02320,0.19177837,1.92063455,-4.97635273,0.46611567,lower,balanced_early
P02321,0.19178343,1.88202671,4.6680861,-0.39584564,upper,balanced_early
P02322,0.19181231,1.89343955,0.04471689,-0.10608356,middle,balanced_early
P02323,0.19202933,1.90081422,0.0431743,-0.01354365,middle,balanced_early
P02324,0.19209496,1.94032883,0.0481949,-0.09368868,middle,balanced_early
P02325,0.19224038,1.93871813,-4.95414573,0.26293158,lower,balanced_early
P02326,0.19229121,1.95759907,0.02653571,-0.04247609,middle,balanced_early
P02327,0.19238956,1.94739454,-0.02007237,-0.13671385,middle,balanced_early
P02328,0.19242526,1.93920322,0.10248371,0.17429013,middle,balanced_early
P02329,0.19255667,1.9174947,-4.73796329,0.36046344,lower,balanced_early
P02330,0.19282823,1.9037152,5.07419832,-0.39665302,upper,balanced_early
P02331,0.19287256,1.90041455,4.82492752,-0.43018563,upper,balanced_early
P02332,0.19300075,1.97108555,-4.91628664,0.34882514,lower,balanced_early
P02333,0.19304094,1.94341456,-4.81190145,0.33870647,lower,balanced_early
P02334,0.19320865,1.9880048,0.02340301,-0.11383657,middle,balanced_early
P02335,0.19320893,1.9057424,-4.69955938,0.24683348,lower,balanced_early
P02336,0.19322471,1.91949231,-0.00551348,-0.03440153,middle,balanced_early
P02337,0.19337972,1.95611382,0.15099022,0.00561132,middle,balanced_early
P02338,0.19344586,1.90867677,-5.00045161,0.34645015,lower,balanced_early
P02339,0.19344793,1.91666368,-0.15186149,0.10805961,middle,balanced_early
P02340,0.19347839,1.9087407,4.94057018,-0.18253634,upper,balanced_early
P02341,0.19352901,1.93458946,4.95018967,-0.24016741,upper,balanced_early
P02342,0.1935368,1.95857544,-4.9581259,0.27114194,lower,balanced_early
P02343,0.19368689,1.91361293,4.85395964,-0.36470296,upper,balanced_early
P02344,0.19377877,1.94460803,4.8403284,-0.5076041,upper,balanced_early
P02345,0.19388254,1.91624286,-4.96358431,0.29318083,lower,balanced_early
P02346,0.19396551,1.94545646,-4.99425611,0.43295827,lower,balanced_early
P02347,0.19426294,1.94457418,4.80714522,-0.43239451,upper,balanced_early
P02348,0.19468202,1.93864743,5.03961844,-0.36306,upper,balanced_early
P02349,0.19472036,1.95217798,-0.02380177,0.02152013,middle,balanced_early
P02350,0.19476782,1.9698376,-4.77262137,0.19540121,lower,balanced_early
P02351,0.19483296,1.95048256,4.7919288,-0.42176054,upper,balanced_early
P02352,0.19487463,1.92530006,4.82852712,-0.41526983,upper,balanced_early
P02353,0.19487668,1.91806057,4.83273448,-0.40200265,upper,balanced_early
P02354,0.19487959,1.92930512,-4.947569,0.21243872,lower,balanced_early
P02355,0.19497355,1.90195193,-4.96965918,0.15125769,lower,balanced_early
P02356,0.19502939,1.90139859,-0.10507658,0.01068791,middle,balanced_early
P02357,0.19504694,1.9542179,0.11987062,-0.04270595,middle,balanced_early
P02358,0.19505811,1.9880936,-4.90590477,0.22856372,lower,balanced_early
P02359,0.19518734,1.95324073,4.8949925,-0.24831312,upper,balanced_early
P02360,0.19521741,1.91739038,-5.0205305,0.19024386,lower,balanced_early
P02361,0.19532467,1.93292187,0.10784183,0.12409542,middle,balanced_early
P02362,0.19537462,1.91922094,5.0354366,-0.40573022,upper,balanced_early
P02363,0.19545305,1.93643681,4.82591855,-0.5095424,upper,balanced_early
P02364,0.19558162,1.92314095,-0.02058083,-0.020174,middle,balanced_early
P02365,0.19564428,2.02205622,0.22967433,0.00700429,middle,balanced_early
P02366,0.19583786,1.97694289,4.76780052,-0.26655048,upper,balanced_early
P02367,0.19584861,1.94225345,-4.93475026,0.25680554,lower,balanced_early
P02368,0.19595516,1.96052295,-0.02248434,0.04970046,middle,balanced_early
P02369,0.19597028,1.93148651,5.0703892,-0.49825981,upper,balanced_early
P02370,0.19598542,1.98304373,0.03609297,0.03155764,middle,balanced_early
P02371,0.19611543,1.94669645,-4.87616234,0.42109396,lower,balanced_early
P02372,0.19619062,1.99200672,4.96536789,-0.29111602,upper,balanced_early
P02373,0.19623766,1.98631278,4.84364151,-0.39321996,upper,balanced_early
P02374,0.1962502,1.92820694,-4.86704533,0.22292011,lower,balanced_early
P02375,0.19625834,1.99837024,-4.94092053,0.176078,lower,balanced_early
P02376,0.19629828,1.97276581,-4.9625717,0.28846575,lower,balanced_early
P02377,0.19641167,1.9726878,4.90385725,-0.34350382,upper,balanced_early
P02378,0.19649029,1.92178761,5.07727896,-0.15310041,upper,balanced_early
P02379,0.19655437,1.91707585,-5.05717441,0.37047216,lower,balanced_early
P02380,0.19667939,2.02009677,-4.80311579,0.16267379,lower,balanced_early
P02381,0.19671412,1.99226473,4.79728196,-0.23946528,upper,balanced_early
P02382,0.19685825,1.96772862,4.81183712,-0.34928438,upper,balanced_early
P02383,0.19686265,1.99080962,5.04348587,-0.46793917,upper,balanced_early
P02384,0.19691922,2.00522005,4.72765627,-0.29646038,upper,balanced_early
P02385,0.19702368,1.95704218,-0.07622886,-0.21528223,middle,balanced_early
P02386,0.19704822,2.02141163,-0.01039624,-0.05752919,middle,balanced_early
P02387,0.19718656,1.97917756,0.0396257,-0.15199072,middle,balanced_early
P02388,0.1972564,1.91410586,4.69293159,-0.21471283,upper,balanced_early
P02389,0.19739761,1.9618918,5.11680016,-0.43238426,upper,balanced_early
P02390,0.19742747,2.00534527,-4.98131875,0.25093695,lower,balanced_early
P02391,0.19745355,2.00510093,-0.10175595,-0.01678278,middle,balanced_early
P02392,0.19747308,2.02148389,-4.95959945,0.35555915,lower,balanced_early
P02393,0.19754166,1.94157562,4.91915184,-0.18081922,upper,balanced_early
P02394,0.19762986,1.95518181,-4.91576629,0.28971635,lower,balanced_early
P02395,0.1977081,2.02102562,4.8219494,-0.38733448,upper,balanced_early
P02396,0.19770873,1.94346399,-4.90058197,0.28503242,lower,balanced_early
P02397,0.1978912,1.9379457,5.06023229,-0.34365218,upper,balanced_early
P02398,0.19790842,1.94630072,4.86253822,-0.2773369,upper,balanced_early
P02399,0.1979463,1.97375134,-4.84695256,0.22183674,lower,balanced_early
P02400,0.19807598,1.95404419,0.10582189,0.15291794,middle,balanced_early
P02401,0.1980822,2.03144567,5.12488603,-0.45705557,upper,balanced_early
P02402,0.19847084,1.96129932,-5.01671349,0.18474093,lower,balanced_early
P02403,0.19848986,1.99023781,-4.79876641,0.24656999,lower,balanced_early
P02404,0.19850516,1.97291077,-0.08644051,-0.10663345,middle,balanced_early
P02405,0.19855142,1.97901514,-0.10662648,-0.01083964,middle,balanced_early
P02406,0.19858958,1.97535305,-5.04157846,0.33540409,lower,balanced_early
P02407,0.19861863,1.95132607,-0.1846939,0.01011868,middle,balanced_early
P02408,0.19890215,1.99595786,4.93959851,-0.3790067,upper,balanced_early
P02409,0.19891546,2.00851769,-0.10367038,-0.21254917,middle,balanced_early
P02410,0.19894626,1.97582993,-4.93933243,0.28758738,lower,balanced_early
P02411,0.19895084,1.99343372,-0.27023241,-0.07739685,middle,balanced_early
P02412,0.19903883,1.99723623,-4.96634964,0.28427572,lower,balanced_early
P02413,0.19906565,2.02368271,-4.74252882,0.24003959,lower,balanced_early
P02414,0.19911374,2.01063393,0.02524351,-0.20825388,middle,balanced_early
P02415,0.19915107,1.98336009,0.02428814,-0.00355413,middle,balanced_early
P02416,0.19922644,1.9580124,0.0228997,-0.07595681,middle,balanced_early
P02417,0.19926597,1.99715732,5.04431275,-0.25105752,upper,balanced_early
P02418,0.19929145,1.9870627,0.01957382,-0.05029241,middle,balanced_early
P02419,0.19937862,1.95940673,-0.0196084,-0.12350746,middle,balanced_early
P02420,0.19941338,1.9851069,4.92779518,-0.44204043,upper,balanced_early
P02421,0.19948607,1.99641056,-0.05274338,-0.11492063,middle,balanced_early
P02422,0.1994974,2.00916143,0.05486665,-0.12993987,middle,balanced_early
P02423,0.19965874,2.02144464,4.90142475,-0.28957923,upper,balanced_early
P02424,0.19966113,2.05361393,5.00593219,-0.33794769,upper,balanced_early
P02425,0.19973729,2.01401307,-4.86784839,0.29631567,lower,balanced_early
P02426,0.19975174,2.03511743,-4.84360037,0.25899899,lower,balanced_early
P02427,0.20005867,2.01938074,4.99257621,-0.3129895,upper,shift_to_middle
P02428,0.20012908,1.96436962,-0.10841537,-0.06039254,middle,shift_to_middle
P02429,0.20018988,2.02694957,4.82531293,-0.34612875,upper,shift_to_middle
P02430,0.20025017,1.98913142,-0.22191733,-0.13562221,middle,shift_to_middle
P02431,0.20031699,1.99130249,4.79184864,-0.46387675,upper,shift_to_middle
P02432,0.20038884,2.02862792,0.15782785,0.08883444,middle,shift_to_middle
P02433,0.20041965,2.0056301,-5.03802258,0.17288988,lower,shift_to_middle
P02434,0.20053215,2.06392391,0.06936961,-0.08919809,middle,shift_to_middle
P02435,0.20057982,1.99918932,0.13885083,0.02457661,middle,shift_to_middle
P02436,0.20072272,2.01422055,-4.7943664,0.10949856,lower,shift_to_middle
P02437,0.20073406,2.05071562,0.16527634,-0.00226324,middle,shift_to_middle
P02438,0.20075785,1.97233686,0.02635427,-0.08158586,middle,shift_to_middle
P02439,0.20090988,2.02809277,-4.83144029,0.47306602,lower,shift_to_middle
P02440,0.20108166,2.0269065,0.03314006,0.03206267,middle,shift_to_middle
P02441,0.20125583,2.00426178,-0.12851373,-0.2097751,middle,shift_to_middle
P02442,0.20132737,1.97037177,4.90053157,-0.23483604,upper,shift_to_middle
P02443,0.20140011,2.0155327,5.06590915,-0.41890104,upper,shift_to_middle
P02444,0.20140313,2.00844301,-4.79311854,0.39985294,lower,shift_to_middle
P02445,0.20145321,2.01301134,-0.12861516,-0.10912589,middle,shift_to_middle
P02446,0.20145704,2.04886243,-4.92070049,0.16441466,lower,shift_to_middle
P02447,0.20146483,2.00706533,0.04339701,0.00750493,middle,shift_to_middle
P02448,0.2015475,2.03297838,-4.96242009,0.07189495,lower,shift_to_middle
P02449,0.20177864,2.06684473,-4.83370042,0.18862007,lower,shift_to_middle
P02450,0.20178711,2.00058784,4.92799737,-0.4483102,upper,shift_to_middle
P02451,0.20181975,1.99548353,4.98958455,-0.20314703,upper,shift_to_middle
P02452,0.2018227,1.99906965,-5.00923358,0.26332347,lower,shift_to_middle
P02453,0.20182375,2.03917147,0.00430671,-0.11087374,middle,shift_to_middle
P02454,0.20194585,2.07527004,-0.11887197,-0.17359566,middle,shift_to_middle
P02455,0.2019745,2.03845622,5.01878913,-0.40066086,upper,shift_to_middle
P02456,0.20199379,1.99810699,4.92363729,-0.35907722,upper,shift_to_middle
P02457,0.20203829,1.99357033,0.00333837,-0.05094606,middle,shift_to_middle
P02458,0.20210095,2.04544003,-0.07998799,-0.14009428,middle,shift_to_middle
P02459,0.20214009,2.05974095,-5.11400722,0.45906039,lower,shift_to_middle
P02460,0.202159,2.05128313,5.0153983,-0.36981393,upper,shift_to_middle
P02461,0.20216858,2.00861114,0.05266266,-0.17874343,middle,shift_to_middle
P02462,0.20217508,2.01742001,4.75210162,-0.33947428,upper,shift_to_middle
P02463,0.20246716,2.04396642,-5.01509381,0.21601353,lower,shift_to_middle
P02464,0.20259412,2.03480374,0.04915313,-0.09406805,middle,shift_to_middle
P02465,0.2026643,2.07938319,-4.99240186,0.25706222,lower,shift_to_middle
P02466,0.20279841,2.01938206,0.15805796,-0.1875691,middle,shift_to_middle
P02467,0.20285389,1.98827919,-4.82720436,0.26867873,lower,shift_to_middle
P02468,0.20285565,2.01698848,4.99872008,-0.38181613,upper,shift_to_middle
P02469,0.20291761,2.03654781,-0.16976291,-0.05842239,middle,shift_to_middle
P02470,0.2030897,2.0496651,-4.98233009,0.33610493,lower,shift_to_middle
P02471,0.20314267,2.01966846,4.84656653,-0.28396751,upper,shift_to_middle
P02472,0.20341206,2.03969665,0.01314988,-0.11044262,middle,shift_to_middle
P02473,0.20343553,2.01624709,0.05553186,-0.08688076,middle,shift_to_middle
P02474,0.20364775,1.98189141,-4.83838956,0.13535841,lower,shift_to_middle
P02475,0.20375525,2.0393378,5.11760853,-0.39949228,upper,shift_to_middle
P02476,0.20376247,2.04962477,-4.9342794,0.19989999,lower,shift_to_middle
P02477,0.20380144,2.03328636,-0.02732537,-0.09227515,middle,shift_to_middle
P02478,0.20384417,1.9985484,-0.02707739,-0.10998964,middle,shift_to_middle
P02479,0.20398583,2.03927618,-0.06244069,-0.1310645,middle,shift_to_middle
P02480,0.20403261,2.06911433,-0.06145981,-0.04435302,middle,shift_to_middle
P02481,0.20415422,2.05875982,-4.94540939,0.29464442,lower,shift_to_middle
P02482,0.20444143,2.03803601,-0.09615558,-0.04699477,middle,shift_to_middle
P02483,0.20449337,2.05995983,-4.77121422,0.19901356,lower,shift_to_middle
P02484,0.20471362,2.05344093,0.04548172,-0.2436508,middle,shift_to_middle
P02485,0.20487686,2.03275602,4.93695871,-0.30287239,upper,shift_to_middle
P02486,0.20492269,2.029018,-4.87998255,0.12656659,lower,shift_to_middle
P02487,0.20513457,2.05549666,-5.03301288,0.27083703,lower,shift_to_middle
P02488,0.205174,2.05927059,0.13624807,0.00794205,middle,shift_to_middle
P02489,0.20527732,2.06233392,-0.0468615,-0.11998362,middle,shift_to_middle
P02490,0.20530059,2.07837049,-4.87488952,0.13972522,lower,shift_to_middle
P02491,0.20534282,2.02166714,-4.96194142,0.32480381,lower,shift_to_middle
P02492,0.20558273,2.06869866,-0.15473885,-0.16170357,middle,shift_to_middle
P02493,0.20561744,2.06670409,5.04044836,-0.30819252,upper,shift_to_middle
P02494,0.20568493,2.03228346,0.0215918,-0.0727497,middle,shift_to_middle
P02495,0.20581148,2.07323146,4.9126323,-0.28091952,upper,shift_to_middle
P02496,0.20590836,2.06723669,-4.80691976,0.24404635,lower,shift_to_middle
P02497,0.20600879,2.04790277,4.88567381,-0.31819047,upper,shift_to_middle
P02498,0.20623933,2.03489134,4.8404723,-0.34961712,upper,shift_to_middle
P02499,0.20636339,2.08478098,4.9330984,-0.30415404,upper,shift_to_middle
P02500,0.20639912,2.05802441,-5.0296746,0.10883491,lower,shift_to_middle
P02501,0.20641087,2.01637953,-4.91521759,0.26692431,lower,shift_to_middle
P02502,0.20660217,2.06653519,4.64151284,-0.56795356,upper,shift_to_middle
P02503,0.20672368,2.08994089,-0.06895057,-0.05736105,middle,shift_to_middle
P02504,0.20677444,2.06599867,-4.92554915,0.19432145,lower,shift_to_middle
P02505,0.20678433,2.04456706,-4.88235762,0.26424358,lower,shift_to_middle
P02506,0.20682291,2.0761476,5.07204849,-0.37821396,upper,shift_to_middle
P02507,0.20687423,2.08862105,-0.16155435,-0.175117,middle,shift_to_middle
P02508,0.2068859,2.09719474,-0.02247036,-0.01355257,middle,shift_to_middle
P02509,0.2069131,2.10309044,5.0084679,-0.20225576,upper,shift_to_middle
P02510,0.20692579,2.03935367,4.86923512,-0.38829128,upper,shift_to_middle
P02511,0.20693625,2.05755623,-4.79631864,0.32066224,lower,shift_to_middle
P02512,0.20694491,2.15061835,5.00754534,-0.31549802,upper,shift_to_middle
P02513,0.20705138,2.07686862,-4.91719631,0.21904124,lower,shift_to_middle
P02514,0.20712193,2.04378101,-0.10616487,-0.08237612,middle,shift_to_middle
P02515,0.20719299,2.07397981,4.86640672,-0.55932272,upper,shift_to_middle
P02516,0.20731059,2.0536672,-4.8394216,0.22479801,lower,shift_to_middle
P02517,0.20745647,2.08435099,5.0862551,-0.41944893,upper,shift_to_middle
P02518,0.2075817,2.0835814,4.8922864,-0.27072277,upper,shift_to_middle
P02519,0.20767036,2.04942271,-4.8554764,0.20315075,lower,shift_to_middle
P02520,0.20786245,2.1220192,0.00712019,0.03595519,middle,shift_to_middle
P02521,0.20791187,2.087769,-0.28763951,0.00305312,middle,shift_to_middle
P02522,0.20800326,2.08956935,-0.00324974,-0.15571029,middle,shift_to_middle
P02523,0.20803864,2.0904986,5.16375499,-0.26854013,upper,shift_to_middle
P02524,0.20812552,2.09671916,0.0111937,-0.27301628,middle,shift_to_middle
P02525,0.20823941,2.09081097,-4.89304026,0.06283701,lower,shift_to_middle
P02526,0.20828777,2.07810144,-4.92520649,0.20824777,lower,shift_to_middle
P02527,0.20834029,2.08310033,4.83995525,-0.40307882,upper,shift_to_middle
P02528,0.20844362,2.0593367,4.75498281,-0.38029307,upper,shift_to_middle
P02529,0.2085283,2.07252643,4.84865622,-0.33993392,upper,shift_to_middle
P02530,0.20858525,2.06275668,-4.90200746,0.29628937,lower,shift_to_middle
P02531,0.20863883,2.09735111,4.79570233,-0.39981171,upper,shift_to_middle
P02532,0.20865087,2.08977219,-0.02609307,0.00021828,middle,shift_to_middle
P02533,0.2086615,2.08690427,4.88198891,-0.40356098,upper,shift_to_middle
P02534,0.20866998,2.08603045,-4.93023962,0.18666599,lower,shift_to_middle
P02535,0.20872002,2.12181143,-5.00065302,0.11632038,lower,shift_to_middle
P02536,0.20876556,2.09871314,5.04484064,-0.35312496,upper,shift_to_middle
P02537,0.20880203,2.05269065,-4.90318081,0.19267458,lower,shift_to_middle
P02538,0.20882311,2.07319033,4.96898841,-0.35870148,upper,shift_to_middle
P02539,0.20885977,2.11425201,4.83833118,-0.40027134,upper,shift_to_middle
P02540,0.20891049,2.12289181,-0.02920479,-0.01566933,middle,shift_to_middle
P02541,0.20891867,2.12895451,-5.04984127,0.19139145,lower,shift_to_middle
P02542,0.20896644,2.0415223,0.24712643,-0.18938515,middle,shift_to_middle
P02543,0.20904548,2.06226042,-0.08539146,-0.14945847,middle,shift_to_middle
P02544,0.20907104,2.08974624,0.03814454,-0.04722415,middle,shift_to_middle
P02545,0.20908722,2.07448285,0.09220117,-0.04567778,middle,shift_to_middle
P02546,0.20913164,2.07380016,4.79149732,-0.54812231,upper,shift_to_middle
P02547,0.20932548,2.07088648,-0.15740533,-0.06600824,middle,shift_to_middle
P02548,0.20965967,2.09118363,4.99255142,-0.32742922,upper,shift_to_middle
P02549,0.20968031,2.09801988,-4.89462517,0.23481473,lower,shift_to_middle
P02550,0.209716,2.09878313,0.14324598,-0.16701206,middle,shift_to_middle
P02551,0.20973393,2.07266728,-4.99032992,0.20095577,lower,shift_to_middle
P02552,0.20975107,2.06228379,5.00282943,-0.38101789,upper,shift_to_middle
P02553,0.20995115,2.11244741,4.85275513,-0.35533865,upper,shift_to_middle
P02554,0.21006078,2.08689743,4.70276151,-0.30319323,upper,shift_to_middle
P02555,0.2100748,2.09619953,-0.11977229,-0.04793741,middle,shift_to_middle
P02556,0.21015175,2.12131538,4.83828631,-0.39538263,upper,shift_to_middle
